№	PLC-адрес	Улица	Дом	№счетчика	Конц.	Показания сум.		Показания сум.	Показания T1		Показания T2		Показания T3		Показания T4		ТП
						Январь 2017			Январь 2017		Январь 2017		Январь 2017		Январь 2017		
4209	241	ул.Марковцева-22а	22а	06277259	2001	11.01 05:26	00005059	5059	****	****	****	****	****	****	****	****	674
4210	220	ул.Марковцева-24а	24а	06277591	2001	11.01 05:19	00012600	12600	****	****	****	****	****	****	****	****	674
4211	216	ул.Марковцева-24а	24а	06283296	2001	11.01 05:13	00016853	16853	****	****	****	****	****	****	****	****	674
4212	235	ул.Марковцева-24	24	06277244	2001	11.01 05:14	00007617	7617	****	****	****	****	****	****	****	****	674
4213	242	Марковцева	22	06282784	2001	11.01 05:20	00010994	10994	****	****	****	****	****	****	****	****	674
4214	238	ул.Марковцева-22	22	06283043	2001	11.01 05:18	00006085	6085	****	****	****	****	****	****	****	****	674
4215	240	ул.Марковцева	24	06277284	2002	11.01 05:18	00021311	21311	****	****	****	****	****	****	****	****	674
4216	181	пр.Ленинградский-40	40	06277749	2001	11.01 05:18	00015435	15435	****	****	****	****	****	****	****	****	676
4217	213	пр.Ленинградский-38а	38а	06277837	2001	11.01 05:09	00005394	5394	****	****	****	****	****	****	****	****	676
4218	179	пр.Ленинградский-38а	38а	06258008	2001	11.01 05:16	00015451	15451	****	****	****	****	****	****	****	****	676
4219	239	пр.Ленинградский-40а	40а	06283065	2001	11.01 05:09	00012747	12747	****	****	****	****	****	****	****	****	676
4220	233	пр.Ленинградский-40в	40в	06283066	2001	11.01 05:10	00008177	8177	****	****	****	****	****	****	****	****	676
4221	176	пр.Ленинградский-40в	40в	06258011	2001	11.01 05:06	00009072	9072	****	****	****	****	****	****	****	****	676
4222	174	пр.Ленинградский-40б	40б	06277769	2001	11.01 05:16	00011460	11460	****	****	****	****	****	****	****	****	676
4223	173	пр.Ленинградский-40б	40б	06277609	2001	11.01 05:10	00012261	12261	****	****	****	****	****	****	****	****	676
4224	172	пр.Ленинградский-38	38	06277744	2003	11.01 05:11	00013712	13712	****	****	****	****	****	****	****	****	676
4225	687	пр.Ленинградский-36а	36а	07021780	2001	11.01 05:13	00009299	9299	****	****	****	****	****	****	****	****	677
4226	689	пр.Ленинградский-38	38	07022495	2001	11.01 05:05	00006485	6485	****	****	****	****	****	****	****	****	677
4227	693	пр.Ленинградский-38б	38б	07022487	2001	11.01 05:10	00006864	6864	****	****	****	****	****	****	****	****	677
4228	694	пр.Ленина-121б	121б	07022503	2001	11.01 05:08	00010459	10459	****	****	****	****	****	****	****	****	677
4229	1	пр. Ленинградский	36В	10174428	2001	11.01 05:13	00003970	3970	****	****	****	****	****	****	****	****	677
4230	686	пр.Ленинградский-36	36	07021797	2002	11.01 05:08	00007683	7683	****	****	****	****	****	****	****	****	677
4231	2	пр. Ленинградский	36В	13160372	2003	11.01 05:15	00010575	10575	****	****	****	****	****	****	****	****	677
4232	600	пр.Ленинградский-34а	34а	07022554	2001	11.01 02:35	00014696	14696	****	****	****	****	****	****	****	****	678
4233	601	пр.Ленинградский-36б	36б	07021755	2001	11.01 02:36	00018094	18094	****	****	****	****	****	****	****	****	678
4234	602	пр.Ленинградский-34а	34а	07021749	2001	11.01 02:33	00007046	7046	****	****	****	****	****	****	****	****	678
4235	604	Ленинградский-34	34	07021739	2001	11.01 02:36	00013610	13610	****	****	****	****	****	****	****	****	678
4236	879	Ленинградский	36	06243169	2001	11.01 02:36	00005818	5818	****	****	****	****	****	****	****	****	678
4237	61	пр.Ленинградский лифт	36б	19477261	2002	11.01 01:57	00015144	15144	****	****	****	****	****	****	****	****	678
4238	997	ул.Сарыгина-14а	14а	06259074	2001	11.01 05:18	00018091	18091	****	****	****	****	****	****	****	****	68
4239	225	ул.Чкалова-23	23	06565753	2001	****	****	0	****	****	****	****	****	****	****	****	68
4240	669	ул.Рукавишникова-44	44	06259477	2001	11.01 05:12	00019639	19639	****	****	****	****	****	****	****	****	68
4241	435	ул.Рукавишникова-42	42	05394534	2001	11.01 05:09	00017462	17462	****	****	****	****	****	****	****	****	68
4242	62	ул.Рукавишникова-36	36	03371028	2001	****	****	0	****	****	****	****	****	****	****	****	68
4243	64	пр.Ленина-15	15	04415947	2002	****	****	0	****	****	****	****	****	****	****	****	68
4244	63	пр.Ленина-13	13	04415974	2002	****	****	0	****	****	****	****	****	****	****	****	68
4245	999	ул.Сарыгина-12	12	06259118	2002	11.01 05:08	00009162	9162	****	****	****	****	****	****	****	****	68
4246	668	ул.Рукавишникова-40	40	06259111	2002	11.01 05:12	00014250	14250	****	****	****	****	****	****	****	****	68
4247	505	ул.Рукавишникова-38	38	06250440	2003	11.01 05:07	00016141	16141	****	****	****	****	****	****	****	****	68
4248	667	ул.Рукавишникова-45	45	06250491	2003	11.01 05:15	00021577	21577	****	****	****	****	****	****	****	****	68
4249	666	ул.Рукавишникова-43	43	06259112	2003	11.01 05:10	00022658	22658	****	****	****	****	****	****	****	****	68
4250	24	Мира	50	03372432	2001	11.01 05:22	00002694	2694	****	****	****	****	****	****	****	****	68
4251	2	Мира	46	03372127	2001	11.01 05:25	00011719	11719	****	****	****	****	****	****	****	****	68
4252	26	Черняховского	22	03376889	2001	11.01 05:18	00027828	27828	****	****	****	****	****	****	****	****	68
4253	92	Черняховского	22	04409860	2001	11.01 05:29	00103882	103882	****	****	****	****	****	****	****	****	68
4254	27	Черняховского	22	03376963	2001	11.01 05:29	00118117	118117	****	****	****	****	****	****	****	****	68
4255	606	пр.Комсомольский-49	49	07023001	2003	11.01 05:00	00014452	14452	****	****	****	****	****	****	****	****	680
4256	653	пр.Комсомольский-49	49	07022886	2003	11.01 05:02	00014015	14015	****	****	****	****	****	****	****	****	680
4257	655	пр.Комсомольский-49	49	07041085	2003	11.01 04:56	00011410	11410	****	****	****	****	****	****	****	****	680
4258	658	пр.Комсомольский-49б	49б	07022488	2003	11.01 04:54	00011065	11065	****	****	****	****	****	****	****	****	680
4259	659	пр.Комсомольский-51	51	07021813	2003	11.01 04:53	00007666	7666	****	****	****	****	****	****	****	****	680
4260	662	пр.Комсомольский-49в	49в	07022475	2003	11.01 04:49	00012203	12203	****	****	****	****	****	****	****	****	680
4261	666	пр.Комсомольский-51	51	07022608	2003	11.01 05:00	00008636	8636	****	****	****	****	****	****	****	****	680
4262	667	пр.Комсомольский-49а	49а	07021895	2003	11.01 05:02	00012403	12403	****	****	****	****	****	****	****	****	680
4263	557	пр.Комсомольский-51	51	07021722	2003	11.01 04:56	00006866	6866	****	****	****	****	****	****	****	****	680
4264	10	пр. Комсомольский	49	11125344	2001	11.01 05:25	00007686	7686	****	****	****	****	****	****	****	****	680
4265	607	пр. Комсомольский	39А	07021735	2001	11.01 00:12	00010626	10626	****	****	****	****	****	****	****	****	682
4266	668	пр.Комсомольский-43б	43б	07022899	2001	11.01 00:10	00009481	9481	****	****	****	****	****	****	****	****	682
4267	681	пр.Комсомольский-43а	43а	07021881	2001	11.01 00:05	00010873	10873	****	****	****	****	****	****	****	****	682
4268	671	пр.Комсомольский-43	43	07041095	2001	11.01 00:03	00012923	12923	****	****	****	****	****	****	****	****	682
4269	663	пр. Комсомольский	43	07022447	2001	11.01 00:09	00010090	10090	****	****	****	****	****	****	****	****	682
4270	677	пр.Комсомольский-43	43	07022879	2001	05.01 05:45	00016321	16321	****	****	****	****	****	****	****	****	683
4271	685	пр.Химиков-43	43	07021906	2001	04.01 07:41	00010068	10068	****	****	****	****	****	****	****	****	683
4272	628	пр.Химиков-43а		07952678	2001	05.01 05:36	00002679	2679	****	****	****	****	****	****	****	****	683
4273	631	пр.Химиков-43а	43а	07952973	2001	05.01 05:42	00008048	8048	****	****	****	****	****	****	****	****	683
4274	664	пр.Химиков-43	43	07022476	2003	05.01 05:21	00009221	9221	****	****	****	****	****	****	****	****	683
4275	651	пр.Ленинградский-30	30	07952662	2001	****	****	0	****	****	****	****	****	****	****	****	684
4276	653	пр.Ленинградский-30	30	07952642	2001	****	****	0	****	****	****	****	****	****	****	****	684
4277	658	пр.Ленинградский-30	30	07952925	2001	****	****	0	****	****	****	****	****	****	****	****	684
4278	674	пр.Ленинградский-30	30	07952490	2001	****	****	0	****	****	****	****	****	****	****	****	684
4279	689	пр.Ленинградский-30	30	07953010	2001	****	****	0	****	****	****	****	****	****	****	****	684
4280	690	пр.Ленинградский-30	30	07953003	2001	****	****	0	****	****	****	****	****	****	****	****	684
4281	697	пр.Ленинградский-30	30	07952516	2001	****	****	0	****	****	****	****	****	****	****	****	684
4282	603	пр.Ленинградский-30б	30б	07021740	2003	11.01 05:08	00009973	9973	****	****	****	****	****	****	****	****	685
4283	605	пр.Ленинградский-32а	32а	07021770	2003	11.01 05:05	00011601	11601	****	****	****	****	****	****	****	****	685
4284	608	б-р Строителей-26	26	456123	2003	11.01 05:15	00015152	15152	****	****	****	****	****	****	****	****	685
4285	609	пр.Ленинградский-30а	30а	07021765	2003	11.01 05:07	00010936	10936	****	****	****	****	****	****	****	****	685
4286	633	пр.Химиков-43б	43б	08952679	2001	11.01 05:18	00002775	2775	****	****	****	****	****	****	****	****	686
4287	654	пр.Комсомольский-49г	49г	07952640	2001	11.01 05:14	00009425	9425	****	****	****	****	****	****	****	****	686
4288	657	пр.Комсомольский-49г	49г	07952660	2001	11.01 05:18	00003088	3088	****	****	****	****	****	****	****	****	686
4289	779	пр.Ленинградский-30в	30в	07022876	2001	11.01 05:05	00010424	10424	****	****	****	****	****	****	****	****	686
4290	630	пр.Химиков-43в	43в	07952648	2001	11.01 05:12	00009449	9449	****	****	****	****	****	****	****	****	686
4291	632	пр.Химиков-43б	43б	07952644	2001	11.01 05:08	00011154	11154	****	****	****	****	****	****	****	****	686
4292	634	пр.Химиков-43а	43а	07952972	2001	11.01 05:06	00011510	11510	****	****	****	****	****	****	****	****	686
4293	635	пр.Химиков-43а	43а	07952611	2001	11.01 05:06	00003861	3861	****	****	****	****	****	****	****	****	686
4294	636	пр.Химиков-43в	43в	07952982	2001	11.01 05:11	00010547	10547	****	****	****	****	****	****	****	****	686
4295	725	пр.Ленинградский-30в	30в	07952974	2001	11.01 05:12	00011338	11338	****	****	****	****	****	****	****	****	686
4296	50	Черняховского суд гараж	14	04410033	2001	11.01 05:13	00009476	9476	****	****	****	****	****	****	****	****	69
4297	1	Мира	42	03375482	2001	11.01 03:08	00009584	9584	****	****	****	****	****	****	****	****	69
4298	30	Черняховского	16	03372441	2003	11.01 02:12	00011062	11062	****	****	****	****	****	****	****	****	69
4299	25	Мира	40	03372152	2003	11.01 02:14	00013775	13775	****	****	****	****	****	****	****	****	69
4300	2	Мира	42	03372296	2003	11.01 02:25	00005022	5022	****	****	****	****	****	****	****	****	69
4301	487	ул Калинина 1	1	03385222	2001	11.01 05:34	00008845	8845	****	****	****	****	****	****	****	****	7
4302	577	ул.Кирова -49	49	06209368	2001	11.01 05:28	00004545	4545	****	****	****	****	****	****	****	****	7
4303	597	ул.Калинина 3	3	06209474	2001	11.01 05:31	00010003	10003	****	****	****	****	****	****	****	****	7
4304	599	ул.Калинина-9	9	06209485	2001	11.01 05:25	00005731	5731	****	****	****	****	****	****	****	****	7
4305	605	ул.Калинина-7	7	06209324	2003	11.01 06:45	00010478	10478	****	****	****	****	****	****	****	****	7
4306	23	УЛ.Калинина 5	5	03351542	2003	11.01 06:41	00006156	6156	****	****	****	****	****	****	****	****	7
4307	596	ул.Кирова-51	51	06209399	2003	11.01 06:45	00001766	1766	****	****	****	****	****	****	****	****	7
4308	483	пр.Кузнецкий-40	40	03385230	2003	11.01 06:41	00012049	12049	****	****	****	****	****	****	****	****	7
4309	799	Кирова	53	07000250	2003	11.01 06:52	00009194	9194	****	****	****	****	****	****	****	****	7
4310	800	Кирова	53	07000374	2003	11.01 06:48	00004505	4505	****	****	****	****	****	****	****	****	7
4311	622	ул.Мичурина-5	5	07003012	2001	11.01 01:07	00006577	6577	****	****	****	****	****	****	****	****	70
4312	624	пр.Ленина-55б	55б	07003035	2001	11.01 01:17	00002299	2299	****	****	****	****	****	****	****	****	70
4313	633	пр.Ленина-55б	55б	06295196	2001	11.01 01:14	00015608	15608	****	****	****	****	****	****	****	****	70
4314	641	пер.Мичурина-5	5	06277664	2001	11.01 01:15	00000660	660	****	****	****	****	****	****	****	****	70
4315	618	ул.Мичурина-5	5	07000135	2001	11.01 01:08	00009611	9611	****	****	****	****	****	****	****	****	70
4316	627	пр.Ленина-55б	55б	06294988	2001	11.01 01:07	00001401	1401	****	****	****	****	****	****	****	****	70
4317	639	пер.Мичурина-5	5	06277663	2001	****	****	0	****	****	****	****	****	****	****	****	70
4318	656	пер.Мичурина-5	5	7952991	2001	11.01 01:11	00008316	8316	****	****	****	****	****	****	****	****	70
4319	701	ул.Мичурина-5	5	07952542	2001	11.01 01:13	00001815	1815	****	****	****	****	****	****	****	****	70
4320	617	ул.Мичурина-5	5	07000402	2001	11.01 01:11	00002552	2552	****	****	****	****	****	****	****	****	70
4321	615	пр.Ленина-55б	55б	07003070	2001	11.01 01:12	00012573	12573	****	****	****	****	****	****	****	****	70
4322	620	пер.Мичурина-5а	5а	07003020	2001	11.01 01:18	00010866	10866	****	****	****	****	****	****	****	****	70
4323	621	ул.Мичурина-5	5	07003018	2001	11.01 01:09	00010405	10405	****	****	****	****	****	****	****	****	70
4324	655	пер.Мичурина-5	5	07952940	2001	11.01 01:18	00002043	2043	****	****	****	****	****	****	****	****	70
4325	619	пр.Ленина-55б	55б	07003040	2002	11.01 01:51	00011838	11838	****	****	****	****	****	****	****	****	70
4326	623	пр.Ленина-55б	55б	07003003	2002	11.01 01:42	00012894	12894	****	****	****	****	****	****	****	****	70
4327	685	ул.Мичурина-5	5	07952449	2003	11.01 00:50	00007320	7320	****	****	****	****	****	****	****	****	70
